x,y
204,134
203,155
204,195
170,43
255,44
177,127
245,129
141,29
190,27
223,30
283,32
140,49
152,45
185,44
238,44
271,47
290,54
202,88
191,92
220,93
206,124
205,154
207,191
141,33
226,33
147,121
212,123
112,20
158,22
198,22
255,25
111,41
124,34
155,34
208,36
243,37
262,44
174,83
162,85
191,86
178,118
177,137
179,174
155,46
240,46
160,134
229,135
126,37
173,33
211,34
270,31
126,52
139,49
169,47
223,47
257,51
276,53
184,85
177,93
201,94
189,126
191,154
194,192
167,51
254,54
174,146
236,146
137,38
188,42
226,42
283,44
137,59
150,53
183,54
237,55
270,59
288,66
197,96
189,103
216,104
201,135
201,164
201,200
229,115
291,119
232,174
280,177
212,98
242,105
283,108
310,105
199,116
219,116
240,117
281,120
301,121
310,125
264,147
253,153
271,153
258,171
257,189
253,218
159,125
224,126
167,184
220,184
143,106
173,114
213,115
244,108
135,128
149,127
170,126
214,126
236,127
251,130
192,154
184,161
204,161
193,178
194,199
193,229
174,130
241,132
182,195
229,197
156,113
187,120
230,123
261,115
148,128
165,131
185,133
230,134
253,134
263,133
210,168
200,171
218,172
208,189
206,211
203,237
177,129
243,132
183,194
230,196
160,111
188,119
231,123
262,117
147,130
166,130
188,130
230,134
252,134
264,141
210,166
200,170
219,169
208,189
207,209
205,236
165,128
232,131
173,194
219,196
150,110
179,117
222,119
251,115
140,133
155,129
177,130
220,132
243,134
256,138
201,161
190,167
208,168
199,187
198,210
195,239
168,128
236,132
174,195
222,197
152,109
183,117
223,120
254,115
144,129
159,128
179,130
223,134
245,134
259,137
202,160
192,167
210,168
200,186
198,210
195,239
171,128
238,131
176,191
228,193
156,109
185,120
227,122
257,115
141,135
160,129
183,131
225,134
248,134
259,137
206,162
195,168
215,168
204,186
203,204
200,237
152,178
225,179
160,247
211,246
133,157
166,170
216,172
244,158
118,176
139,180
163,181
210,182
234,180
245,175
195,225
181,226
202,226
188,245
186,264
184,292
160,145
228,148
166,211
216,213
140,126
177,135
217,137
248,131
134,147
151,145
173,147
215,149
237,149
250,149
196,180
185,185
204,186
194,205
193,223
190,253
154,143
222,145
159,207
210,210
134,124
168,132
208,133
240,128
123,146
143,143
166,144
208,146
230,147
243,146
188,176
177,182
197,183
186,202
185,221
183,250
154,145
222,149
160,211
211,212
135,126
167,137
211,138
242,131
123,147
144,145
166,148
209,150
233,150
247,152
189,183
178,189
198,187
186,207
186,223
183,252
155,139
223,142
160,205
212,207
136,122
168,130
210,132
243,124
124,140
144,139
167,142
211,143
235,143
249,146
190,175
181,180
199,180
188,198
188,218
185,247
208,118
268,119
214,175
257,174
189,99
220,109
257,110
284,101
179,118
196,119
219,120
255,121
278,120
286,119
247,147
234,154
252,153
240,168
241,188
238,213
181,116
244,117
188,178
236,179
162,99
193,106
231,105
262,99
160,121
171,117
192,117
233,118
254,118
267,118
211,145
203,151
219,151
212,170
212,189
212,221
195,110
257,112
201,168
248,170
179,92
210,98
246,100
276,98
173,111
185,111
206,112
246,113
269,114
281,114
226,137
218,143
234,143
226,160
226,180
224,212
183,107
242,108
189,165
235,167
166,92
194,97
230,96
261,93
158,111
173,109
194,109
232,109
251,110
267,112
210,132
203,138
218,138
210,157
211,173
210,205
181,113
242,113
188,172
234,171
165,96
193,101
228,101
260,97
158,114
171,114
190,114
231,114
253,115
265,116
210,139
202,145
218,145
210,162
210,185
210,214
186,114
246,115
193,172
238,172
170,94
197,102
236,104
263,96
161,114
176,114
197,114
236,115
255,116
264,115
220,142
210,147
227,147
217,163
217,183
217,212
183,110
244,111
189,169
235,172
169,94
197,99
233,100
263,96
161,114
174,110
194,112
234,113
257,113
267,115
213,134
205,143
221,142
213,160
212,180
213,212
170,107
230,109
177,164
221,165
152,91
181,96
218,98
248,96
145,108
161,107
181,108
219,110
239,110
251,111
201,132
193,139
208,140
201,156
201,173
198,205
180,112
240,114
186,173
231,174
165,92
194,101
230,104
258,100
156,115
169,113
191,114
229,115
250,116
260,118
214,139
203,146
220,147
211,163
210,184
207,213
182,110
244,113
184,168
227,169
162,91
189,97
231,99
257,96
152,109
170,110
189,111
231,113
250,114
261,114
211,136
202,143
218,143
208,162
207,177
205,210
168,113
231,116
173,172
219,174
150,94
179,101
219,103
248,99
141,114
158,114
180,114
219,116
240,117
253,117
200,139
190,147
207,148
199,166
198,182
195,214
167,109
229,112
173,171
220,175
149,90
180,98
219,99
247,95
139,114
156,109
177,111
219,113
239,114
252,116
198,134
190,143
206,144
198,162
197,184
194,214
167,104
231,107
168,158
227,159
151,87
182,93
218,94
249,92
141,112
157,105
178,106
221,107
242,109
254,112
198,128
189,135
207,135
198,151
198,173
196,206
190,100
238,94
203,142
241,136
175,91
198,90
223,87
248,79
173,105
182,103
198,101
229,96
245,94
258,92
215,118
210,124
222,122
219,134
222,142
227,171
192,96
247,96
199,148
240,148
177,80
204,85
235,86
262,81
172,97
184,96
201,96
239,96
256,98
267,99
219,116
213,123
227,123
220,139
220,156
218,185
176,112
242,113
185,175
232,176
159,95
192,100
230,103
262,97
149,113
167,113
188,114
231,114
252,115
264,114
211,141
202,148
220,148
210,168
210,184
207,219
176,91
215,96
173,123
208,129
168,79
183,86
205,89
226,88
164,92
171,91
181,92
210,96
222,98
233,101
187,109
183,113
195,113
189,122
189,130
185,153
166,111
231,111
173,170
225,171
148,95
181,100
219,100
250,96
141,114
156,113
176,112
221,112
242,113
258,114
199,138
190,146
209,146
200,164
199,188
199,217
164,108
228,109
172,169
219,171
147,91
178,96
217,98
247,93
138,109
155,109
174,109
216,110
237,110
253,111
195,134
188,143
204,143
196,162
195,183
194,212
167,112
232,115
173,176
220,179
152,94
182,102
220,104
251,101
140,111
158,112
177,114
221,116
241,117
251,117
199,142
190,149
207,150
198,168
198,189
196,220
161,108
225,109
168,168
214,169
142,88
173,94
213,96
240,92
136,108
150,109
170,108
212,109
234,110
244,111
195,131
185,140
203,140
194,159
194,181
191,212
153,119
219,121
161,185
208,186
133,101
166,107
206,109
237,103
126,121
142,121
163,120
207,121
229,123
242,122
187,147
177,156
195,156
185,175
185,197
184,228
172,104
232,106
178,161
220,163
158,80
187,88
226,88
250,88
148,103
162,104
182,105
222,106
241,107
251,109
203,126
195,134
210,135
201,152
200,172
198,202
163,106
225,109
168,167
214,170
146,88
178,95
216,97
245,95
139,106
154,107
173,108
215,109
235,111
248,111
195,131
186,139
202,140
194,159
193,180
190,211
160,117
225,119
168,180
214,181
143,100
174,108
214,109
244,102
135,117
151,117
172,119
215,120
235,120
248,120
193,146
184,155
202,155
193,173
193,192
192,222
168,122
232,127
173,184
217,186
153,96
179,109
223,114
249,107
140,117
157,121
179,124
220,128
240,128
254,127
200,155
190,162
208,162
196,180
195,198
191,224
177,138
243,142
177,193
231,197
160,115
198,128
236,132
262,126
147,132
167,138
188,140
231,143
251,143
262,144
216,176
204,181
224,181
207,193
206,214
203,240
179,110
238,111
185,165
231,164
163,92
190,100
227,99
256,96
157,111
171,111
189,111
227,112
247,112
258,111
208,136
200,141
216,141
207,158
208,176
207,205
190,127
252,129
194,185
241,186
173,109
199,116
240,118
271,111
168,127
180,128
199,129
240,130
261,130
275,130
217,157
210,163
226,163
218,179
218,198
217,226
258,94
303,99
259,136
291,141
245,82
266,84
294,88
317,87
241,92
251,94
265,95
295,98
309,100
319,103
278,109
271,116
282,116
276,129
274,147
269,170
192,111
239,113
195,157
230,158
179,101
200,100
229,103
252,106
172,110
183,112
200,112
229,113
246,115
257,114
213,135
206,140
220,140
213,152
213,167
211,186
189,110
237,113
192,156
230,158
174,101
199,100
226,101
252,106
170,112
182,111
197,111
227,112
245,114
256,114
210,134
203,139
218,139
212,151
210,168
210,188
194,110
241,114
196,158
236,157
177,103
205,100
230,102
258,109
175,111
185,112
202,111
233,114
250,115
261,116
215,137
208,141
223,141
215,152
216,168
216,188
192,112
240,115
195,159
232,161
177,104
201,100
228,104
256,108
175,112
183,113
202,113
231,115
248,117
257,117
215,137
207,142
222,143
215,155
213,176
211,192
191,125
241,127
196,174
233,174
176,113
202,111
230,113
257,119
173,125
182,126
200,125
231,127
249,127
262,127
215,150
207,155
223,155
215,169
215,188
214,205
194,115
243,118
198,164
234,167
179,106
204,104
231,106
259,111
176,117
186,117
203,117
233,119
251,121
263,120
216,140
209,144
223,145
216,159
215,180
215,197
194,114
241,117
198,163
234,165
178,106
203,103
228,106
257,111
175,116
185,115
202,116
233,118
249,119
261,121
215,138
208,143
223,143
215,156
215,177
214,196
194,121
243,125
198,170
233,171
178,113
204,109
230,113
259,119
175,123
185,122
202,121
233,124
251,126
262,127
215,146
208,151
223,151
216,165
214,186
214,201
195,118
243,121
199,165
236,167
180,109
205,108
231,109
258,114
178,120
187,120
204,119
234,121
250,122
261,122
216,143
210,147
223,147
217,160
216,179
215,197
195,117
241,120
199,166
235,166
178,110
204,106
230,108
259,113
177,120
188,118
204,118
234,120
251,122
261,125
215,143
209,146
224,146
215,159
215,179
215,197
193,122
241,125
198,171
234,172
177,115
203,112
229,114
256,119
176,123
185,122
202,123
231,125
249,126
260,127
216,148
207,152
223,153
216,166
216,183
216,201
193,122
242,124
198,169
234,170
178,115
203,112
229,114
256,117
176,123
185,122
202,123
233,124
250,126
260,127
216,148
208,151
223,152
216,165
216,184
216,199
202,118
249,123
204,164
241,166
187,108
211,105
238,109
264,115
184,120
193,120
211,120
240,122
258,124
267,125
226,143
217,147
231,148
224,161
223,176
220,196
199,120
246,123
203,167
239,167
185,109
208,107
237,110
261,115
179,121
191,121
208,121
237,123
254,124
265,125
221,145
214,148
228,150
221,162
221,178
220,196
196,120
243,122
199,164
238,165
182,110
207,109
233,111
257,114
176,121
189,121
205,121
235,123
251,124
261,124
219,144
211,149
227,150
219,163
219,175
218,195
194,119
240,122
195,165
234,165
179,109
202,106
228,109
256,116
177,119
187,120
202,120
231,122
248,123
258,124
214,143
206,147
220,148
214,160
214,175
214,194
198,119
245,123
201,164
239,166
183,111
209,107
235,111
261,116
180,118
191,119
207,119
237,122
253,124
264,124
221,143
214,147
227,148
220,161
220,176
219,195
198,115
245,118
198,159
237,161
181,107
208,104
232,107
259,112
179,117
189,116
206,116
236,118
253,121
264,123
218,138
211,142
225,143
218,157
218,172
217,192
187,117
234,121
191,164
227,167
177,108
200,105
223,109
253,115
176,122
182,117
198,119
227,122
245,124
258,127
205,141
199,146
213,147
209,161
208,176
207,196
202,99
250,99
208,156
243,156
180,92
217,87
235,87
269,91
181,101
192,100
210,100
242,99
259,99
271,101
227,125
219,131
232,130
226,145
226,169
225,191
214,105
263,108
215,165
252,167
192,99
231,96
249,97
282,102
189,109
204,106
223,108
253,109
274,109
283,112
240,137
231,142
245,143
237,159
236,174
233,203
205,104
256,107
206,163
247,165
184,96
223,93
241,95
275,101
183,105
195,104
214,106
246,108
265,109
276,112
230,135
222,141
236,141
227,158
227,173
223,201
210,111
261,114
210,168
254,169
189,102
229,100
246,101
281,108
187,114
199,111
219,113
251,114
269,115
282,118
236,142
226,146
241,147
234,164
232,179
229,203
192,108
243,109
197,165
234,165
171,100
209,97
227,97
262,102
169,112
183,109
201,110
234,110
252,110
264,114
219,137
210,143
224,143
216,159
216,175
215,200
214,114
266,116
223,178
256,180
191,106
233,104
250,106
286,109
190,117
203,115
223,116
257,118
274,118
287,120
243,147
233,153
247,154
239,169
238,192
235,212
205,117
258,121
210,184
243,186
183,108
223,108
242,109
280,117
180,119
194,117
213,120
247,122
266,123
282,127
229,152
220,157
235,159
228,176
227,197
224,218
201,118
254,119
212,183
245,183
179,110
220,105
237,108
274,110
177,122
193,119
210,119
244,120
263,120
278,123
229,151
219,156
234,156
228,173
227,197
227,217
210,108
261,110
219,172
252,172
189,99
229,97
246,98
281,103
185,110
201,109
219,110
252,111
270,112
283,117
237,140
229,145
244,146
237,161
236,185
234,204
208,111
259,114
214,175
248,177
187,103
225,100
243,102
278,107
186,113
198,111
217,113
249,115
268,115
281,118
234,143
226,150
240,150
232,164
231,187
228,207
198,109
247,112
207,171
236,171
179,101
216,99
233,101
266,107
177,110
190,109
207,110
239,112
255,113
267,116
225,139
216,144
228,145
223,161
221,183
219,203
192,109
240,112
201,171
229,171
171,104
209,101
225,102
258,106
169,112
184,111
199,111
231,113
248,113
261,115
216,140
210,146
221,146
216,161
215,182
214,204
199,111
248,114
205,172
238,174
177,105
217,102
232,105
267,108
174,113
189,112
207,113
239,115
256,115
268,117
223,143
217,147
229,149
222,164
222,186
219,206
199,109
248,112
206,171
238,172
178,103
217,99
234,102
268,107
175,113
191,109
208,111
240,113
257,114
269,116
223,142
216,146
229,147
223,161
223,185
221,205
195,109
244,114
197,168
229,170
176,101
213,100
231,101
264,110
173,111
186,109
203,110
234,115
252,117
265,119
217,143
208,146
221,147
214,162
213,180
211,203
201,107
249,113
198,165
237,171
181,99
219,99
236,100
270,108
178,109
193,108
210,109
241,113
258,114
271,118
224,139
215,144
228,146
219,161
217,176
214,201
198,109
247,113
199,166
236,170
177,102
